174300617678470 177283584018749 27773307011609 58147787183670 119212930901288 222186347481619 444896756864161 325795436505167 90737200742400 0 0 0 0 0 0 0
148186620413638 436252925031740 363333187476251 59606413869056 0 0 0 0 0 0 0 0 0 0 0 0
147911434719866 295824681378060 362744785748458 266700289212416 0 0 0 0 0 0 0 0 0 0 0 0
218127544010340 436100456031629 311271766987547 59593849001526 119212930935916 238375193804800 0 0 0 0 0 0 0 0 0 0
218127544018630 215504279044096 0 0 0 0 0 0 0 0 0 0 0 0 0 0
218136133944930 507483563804044 440904162738176 0 0 0 0 0 0 0 0 0 0 0 0 0
148265599420102 177080170286241 309246694607641 301911289246340 120418743381100 224922521567232 0 0 0 0 0 0 0 0 0 0
147911734494854 295549796420877 309663301714553 165159581725506 325894743287910 92084098826240 0 0 0 0 0 0 0 0 0 0
148264526051974 177080170253524 354160340507034 56161868088371 81262495024424 225197165252827 22684315689398 45369551486976 0 0 0 0 0 0 0 0
148016491841222 230060142153021 309594556078617 146192953914934 112461118679525 88840740870360 451519737799060 73844400529408 0 0 0 0 0 0 0 0
174249077802630 296012434374656 0 0 0 0 0 0 0 0 0 0 0 0 0 0
148265599420102 436272267890061 309594555940864 0 0 0 0 0 0 0 0 0 0 0 0 0
147912340699782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147912338329734 176975144892685 125454013593931 56239211296310 112425063940096 0 0 0 0 0 0 0 0 0 0 0
147912340702854 295824681405709 28690381537280 0 0 0 0 0 0 0 0 0 0 0 0 0
147911434719878 474989023199232 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147912337163858 296026325909504 0 0 0 0 0 0 0 0 0 0 0 0 0 0
171826722792134 437114081428480 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147912745046138 365744940190988 363367546690329 145352814899846 499337870510181 88785563942912 0 0 0 0 0 0 0 0 0 0
147912340702854 295824681378060 363354233241600 0 0 0 0 0 0 0 0 0 0 0 0 0
148265599420102 436100453698992 364048026376595 55543435793974 119181188891948 224922522091520 0 0 0 0 0 0 0 0 0 0
174250151687900 318263733325069 29796521820650 266729869816628 114797637559904 0 0 0 0 0 0 0 0 0 0 0
147912745046138 365744940190988 363500708436504 0 0 0 0 0 0 0 0 0 0 0 0 0
147912747541190 437110116519072 539281631824667 56143812493312 0 0 0 0 0 0 0 0 0 0 0 0
147912706262662 182024028332429 309250953998667 56164792653042 325085624296712 433525703201162 183704855483550 368336395304960 0 0 0 0 0 0 0 0
147912340702854 296026325909504 0 0 0 0 0 0 0 0 0 0 0 0 0 0
148281108091002 348157441543333 309596058737522 147155027637011 468254514479104 0 0 0 0 0 0 0 0 0 0 0
147912340702818 177077418790048 539281637644609 515613321868051 468254514479104 0 0 0 0 0 0 0 0 0 0 0
148264524482264 181372385856709 311278178540385 165159529256499 84028558739565 292851687391232 0 0 0 0 0 0 0 0 0 0
147912340702854 295822867905701 134243497803776 0 0 0 0 0 0 0 0 0 0 0 0 0
147913412101830 436098313266573 309546882957312 0 0 0 0 0 0 0 0 0 0 0 0 0
147912745046138 365744940190988 363500708436290 55604864521264 0 0 0 0 0 0 0 0 0 0 0 0
148015416375966 181666593475981 311270280141121 515613321999142 119212930828389 97635517647936 0 0 0 0 0 0 0 0 0 0
148264524479110 181478205947904 0 0 0 0 0 0 0 0 0 0 0 0 0 0
148186618840774 436272254750092 452015697894169 337687508680704 0 0 0 0 0 0 0 0 0 0 0 0
147912340702842 347445674377216 0 0 0 0 0 0 0 0 0 0 0 0 0 0
171870739678918 437114068313484 443219604871961 316659348799488 0 0 0 0 0 0 0 0 0 0 0 0
148005924000390 176975144897805 28699415746955 59606465655568 0 0 0 0 0 0 0 0 0 0 0 0
147912342282320 269709528349965 28695928117785 144950626149140 114797637559848 211106232532992 0 0 0 0 0 0 0 0 0 0
147912340702854 295923246694400 0 0 0 0 0 0 0 0 0 0 0 0 0 0
218127536260824 182027383835845 309594582358811 56212531970048 0 0 0 0 0 0 0 0 0 0 0 0
174300619769466 294669116243968 0 0 0 0 0 0 0 0 0 0 0 0 0 0
174249077939334 176975144881348 354154851174730 55541794772195 70368744177664 0 0 0 0 0 0 0 0 0 0 0
147911434719878 216659844178188 362950934821120 0 0 0 0 0 0 0 0 0 0 0 0 0
147911434719902 295722389864448 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147912340702854 177075683852288 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147911433952850 344751749303692 354126786140953 299067162755072 0 0 0 0 0 0 0 0 0 0 0 0
218127544010438 436255813384589 309248135993666 43029502304899 468276526186496 0 0 0 0 0 0 0 0 0 0 0
148015416375966 181474262584481 27807532532202 55543374164774 119212931311177 433273411620691 444896672393108 368624850378752 0 0 0 0 0 0 0 0
218136126195282 437110728920225 27810368002443 56221121904640 0 0 0 0 0 0 0 0 0 0 0 0
147912340702854 295274907959296 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147912338329734 176975144892684 353950289785369 303280300503843 466641358448742 149533581377536 0 0 0 0 0 0 0 0 0 0
218127544010340 436100456031629 311271766991643 59606465463862 119186523160576 0 0 0 0 0 0 0 0 0 0 0
147912337163858 484633584137532 363781351992089 145352803124263 76056994752996 0 0 0 0 0 0 0 0 0 0 0
148265599420102 437110122005773 388450156222786 60209371448374 427900820326509 292851482155784 0 0 0 0 0 0 0 0 0 0
148186618840774 437110720692224 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147911434719878 295822869439649 27806020927488 0 0 0 0 0 0 0 0 0 0 0 0 0
148186618840774 177075689146765 311278209436048 0 0 0 0 0 0 0 0 0 0 0 0 0
148186618840676 436289447759245 309628942096787 56376650249782 112315542274048 0 0 0 0 0 0 0 0 0 0 0
147912340689018 348154545307648 0 0 0 0 0 0 0 0 0 0 0 0 0 0
148265599420102 177080170286241 30104685724441 303700402123558 111086871587941 18532957477066 37065914947873 400359671463936 0 0 0 0 0 0 0 0
147912342275664 269640815938560 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147911801865862 177281839187105 54194321103386 56228977062531 468276667197544 224629218758860 459190324139169 338822708151080 134820407975424 0 0 0 0 0 0 0
172375874651846 177281847626948 0 0 0 0 0 0 0 0 0 0 0 0 0 0
174249076623068 217211758808261 124527920630250 266721297838886 119212931311168 0 0 0 0 0 0 0 0 0 0 0
174300115666512 295515443760289 28696979904915 59606403659458 330319060609125 16852551519448 476851725244833 338912899760128 0 0 0 0 0 0 0 0
147912713986780 436098324014521 309252435036785 145359721739312 0 0 0 0 0 0 0 0 0 0 0 0
172100689763922 436255090904461 406303906201600 0 0 0 0 0 0 0 0 0 0 0 0 0
147912337163492 181011615622412 353950289785369 146108677681152 0 0 0 0 0 0 0 0 0 0 0 0
148265599420102 437114068372681 311278209538450 60206851555328 0 0 0 0 0 0 0 0 0 0 0 0
174249077933724 177266001546437 311278178630025 163700595290771 468276667025321 503935165530112 0 0 0 0 0 0 0 0 0 0
148265599551174 436099126969741 311270290692489 163700595290771 468276734134381 292851481051136 0 0 0 0 0 0 0 0 0 0
147911733184082 295532623629508 354151361495530 266718326816768 0 0 0 0 0 0 0 0 0 0 0 0
174249077808262 176975144892684 353950289762697 145359742710422 112340983639148 224575249973248 0 0 0 0 0 0 0 0 0 0
