83113011 55526184 83113011 38748968 83112580 52645417 104011318 56845155 51549234 139405635 42267284 53628713 70419698 155396175 43266868 253755392 0 0 0 0 0 0 0 0 0 0 0 0
70660886 258171747 51655299 223291726 104015414 56845155 52428800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70529668 53034307 70530098 138619197 70529667 223291648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104011318 56832611 42349330 157508451 53883686 56845108 104027702 56845155 55981622 53752576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104011318 57893681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104015414 56832371 104261171 23278112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70698547 23290664 70697622 52978472 70697622 53553507 52834948 57420131 104216115 37972992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70529811 37962563 53752452 54747956 104215172 254370659 104018754 155398723 70529812 251658240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70698035 71123752 70697620 53815363 113415219 54735171 70419507 38748977 52597811 54735912 70697620 53815363 113415222 201326592 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70579763 90399540 83113011 55534386 104010804 52973411 51787318 53625640 64287380 53699380 104215380 256059715 42218131 222502912 0 0 0 0 0 0 0 0 0 0 0 0 0 0
83088435 21185347 81989632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70698547 23290723 52835894 56845106 104009728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54346496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530099 19415848 64287380 239291971 51631346 157495907 104216118 53608448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54739779 70530100 54739779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70529668 53035884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530098 138619203 82837504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
81933366 53568355 104216115 16777216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530293 2637139 43156724 54733135 104011318 52970281 115749510 238102851 42218132 50331648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54739779 70530098 138619215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70698547 23290723 42349188 57420131 51549747 40052803 113415734 56830019 113415731 37973024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
83088947 39546440 97923860 54739811 51786371 223291758 52704052 54739779 70463488 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530293 2637139 43156724 54733139 70595636 50331648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530294 53568355 103974116 52968783 43266710 56832256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530274 138625833 104011314 140731176 103974114 157495630 42194162 155012905 70419554 153634345 73569506 138235689 64286720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54739779 82837504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70705942 52968783 43442820 53044018 115750326 239623523 52835091 223281152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54735144 70529684 52968783 43312178 138235689 82064147 223281152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70698034 138636329 64238214 53568355 103973942 204039011 51549747 40067939 42219202 157508402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54739779 70419412 254365507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530611 23290723 42218546 157508401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530293 2637139 43156724 54733139 70595634 138619176 70423600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70579250 138235689 82195222 56845155 42267698 138235689 82195238 56845155 42218134 53619043 51380224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70698034 138232617 70696960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70660886 56845155 52835092 56832867 104216118 53686784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54738255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
81954355 23290723 104215314 157495907 104216118 53608448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70574724 53035816 64287381 54739779 70579763 23290723 104215312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 256911421 87200388 256066371 43332660 52968783 43311892 54739779 70456368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54739779 76546048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104011314 138636329 104216118 53568306 104216118 56832512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
83113012 54738243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
83088435 38683432 64287380 53553219 70529810 155396157 83006691 33554432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70529668 53035825 70530098 138619203 70456562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70529668 53038915 64286720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70530100 54739752 70423792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
70529667 223291726 104011318 56830018 119707190 53542912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
