22310479062844200 22310479046066984 22310363364281896 27920325633336164 13837642274646340 11346037708050216 18903143899408464 11614361695027200 0 0 0 0 0 0
18967887412945764 13866113965173070 27921425144963940 14073748835532800 0 0 0 0 0 0 0 0 0 0
18932663644142916 18932779156973884 18932663545964800 0 0 0 0 0 0 0 0 0 0 0
27920325633323620 11368061867352932 14464291879215924 27924723679847268 15027452282942208 0 0 0 0 0 0 0 0 0
27920325634384688 0 0 0 0 0 0 0 0 0 0 0 0 0
27921425144951156 27987395003757088 0 0 0 0 0 0 0 0 0 0 0 0
18977996725773096 18977748452664104 18977748453239140 14182773416536420 27975300390546432 0 0 0 0 0 0 0 0 0
18932702015341380 14429064018486068 27975047472309092 27922321817940548 18932702497472512 0 0 0 0 0 0 0 0 0
18977859334652712 18977747916630084 30444666084340036 18903092511589168 14119117435122728 18977747916630084 30444667036237824 0 0 0 0 0 0 0
18946110955676468 22310479062852400 27920187653640036 13901552375972648 17257012219044660 27975103308572996 11332843468955648 0 0 0 0 0 0 0
22303881958736708 22008924253192192 0 0 0 0 0 0 0 0 0 0 0 0
18977996725773156 14183027355902770 27919898764115968 0 0 0 0 0 0 0 0 0 0 0
18932779609572096 0 0 0 0 0 0 0 0 0 0 0 0 0
18932779306205992 17257012404637252 13859684064899684 27975301211488256 0 0 0 0 0 0 0 0 0 0
18932779609965380 18932779609965380 0 0 0 0 0 0 0 0 0 0 0 0
18932663644144492 0 0 0 0 0 0 0 0 0 0 0 0 0
18932779156973892 22236523160141824 0 0 0 0 0 0 0 0 0 0 0 0
21993820517393252 27975300369350656 0 0 0 0 0 0 0 0 0 0 0 0
18932831365905748 11584794941139280 27920325629461288 31071272736729412 11332843565219840 0 0 0 0 0 0 0 0 0
18932779609965380 18932779156973904 0 0 0 0 0 0 0 0 0 0 0 0
18977996725773156 11368023649429860 13837779882682436 30444804330694724 30444803506531360 0 0 0 0 0 0 0 0 0
22304019416051272 26286236067119972 13901298337261934 14147636286407492 18914898532630528 0 0 0 0 0 0 0 0 0
18932831365905748 11584794941139284 18950371791601664 0 0 0 0 0 0 0 0 0 0 0
18932831685272420 27910339293625680 11614319085302016 0 0 0 0 0 0 0 0 0 0 0
18932826401620776 27920324643480360 27910338861281616 11326409272020776 18903105242940968 19748664029040424 17256834997944320 0 0 0 0 0 0 0
18932779609965380 22236523160141824 0 0 0 0 0 0 0 0 0 0 0 0
18979981835648336 11661593249669938 31071491781582180 14182811968667648 0 0 0 0 0 0 0 0 0 0
18932779609960744 18932667939044688 11626524390018856 22028926944477184 0 0 0 0 0 0 0 0 0 0
18977859133729832 17243814321283940 27910292736926564 13837779882697572 11333130898334514 0 0 0 0 0 0 0 0 0
18932779609965380 18903067225837380 0 0 0 0 0 0 0 0 0 0 0 0
18932916749034340 11332954804675376 0 0 0 0 0 0 0 0 0 0 0 0
18932831365905748 11584794941139284 18950371343018280 18904191179161600 0 0 0 0 0 0 0 0 0 0
18945973296123688 22064111955436388 11346148924935976 22064116250403684 11332844105378148 13792273858822144 0 0 0 0 0 0 0 0
18977859133326120 18977570695413760 0 0 0 0 0 0 0 0 0 0 0 0
18967887211619172 14182812070654820 27975301211566592 0 0 0 0 0 0 0 0 0 0 0
18932779609963856 0 0 0 0 0 0 0 0 0 0 0 0 0
21999454678901604 27975085493269092 27975301211488256 0 0 0 0 0 0 0 0 0 0 0
18944758272049960 17257012488520516 18946110888567652 27975084798902272 0 0 0 0 0 0 0 0 0 0
18932779812137020 23407676172223300 11632022399761744 11626447533982532 18912987272183808 0 0 0 0 0 0 0 0 0
18932779609965380 20547673299877888 0 0 0 0 0 0 0 0 0 0 0 0
27920324641385512 27975301211448112 27975301214712320 0 0 0 0 0 0 0 0 0 0 0
22310479330491716 0 0 0 0 0 0 0 0 0 0 0 0 0
22303881976234792 17257012218898500 18932701864339516 22281938983190528 0 0 0 0 0 0 0 0 0 0
18932663644144432 18932779156973892 18913039348662272 0 0 0 0 0 0 0 0 0 0 0
18932663644147524 17256834997944320 0 0 0 0 0 0 0 0 0 0 0 0
18932779609965352 18904242718769152 0 0 0 0 0 0 0 0 0 0 0 0
18932663545964880 27920325633321024 32133654187671552 0 0 0 0 0 0 0 0 0 0 0
27920325633336164 13913436738249512 22000554037375528 27921171103033600 0 0 0 0 0 0 0 0 0 0
18945973296123688 18912962629092136 22028888288995396 13901341925794660 27921333958299432 17257012218314064 11627623918804992 0 0 0 0 0 0 0
27921424152996196 27920372874101544 27975300375851552 0 0 0 0 0 0 0 0 0 0 0
18932779609965380 9925291463933952 0 0 0 0 0 0 0 0 0 0 0 0
18932779306205992 17257012404627516 22281939271630160 11614357100380996 18932706003910656 0 0 0 0 0 0 0 0 0
27920325633323620 11368061867352932 14464300469150564 27923624168206900 0 0 0 0 0 0 0 0 0 0
18932779156973936 13901298337261916 31041813370913576 27910288542622512 17256972436897792 0 0 0 0 0 0 0 0 0
18977996725773156 27910429187730472 27921424153013288 27910292736926564 11333130898321988 30434481856839680 0 0 0 0 0 0 0 0
18967887211619172 27920238066532352 0 0 0 0 0 0 0 0 0 0 0 0
18932663644144452 18903092358038312 18858823439613952 0 0 0 0 0 0 0 0 0 0 0
18967887211619112 18904329463489380 27975085637763072 0 0 0 0 0 0 0 0 0 0 0
18967887211606628 14464502332613428 27975300392629348 27975301211436032 0 0 0 0 0 0 0 0 0 0
18932779608194384 11614141324197888 0 0 0 0 0 0 0 0 0 0 0 0
18977996725773096 18977748452655980 11649499159151468 11649542108234604 11649498626140516 27910292736926512 18977708134367232 0 0 0 0 0 0 0
18932779811285052 22281892023762944 0 0 0 0 0 0 0 0 0 0 0 0
18932710638830376 22281891724412456 18903092796011068 18932663545964868 17243929446597416 18915187422154536 18916171171054376 17257012220854272 0 0 0 0 0 0
22064111955436328 22282030002798592 0 0 0 0 0 0 0 0 0 0 0 0
22303881807752752 27975348456082984 17257012120201550 18967891506586468 27920998275743744 0 0 0 0 0 0 0 0 0
22310414805313604 13866230027404100 13837779882697572 11333130898334514 11614314151487844 14464502332613428 18916261362663424 0 0 0 0 0 0 0
18932827390307940 11333130899055400 31016300912853828 11614429087006720 0 0 0 0 0 0 0 0 0 0
22028888289782116 13901599623835184 0 0 0 0 0 0 0 0 0 0 0 0
18932779156927016 11332954802563132 22281939271044648 17256834997944320 0 0 0 0 0 0 0 0 0 0
18977996725773156 27975086463148900 27975300390546464 0 0 0 0 0 0 0 0 0 0 0
22303881975516712 22022407819715428 27910480725626408 17257012120201540 11326409273127456 0 0 0 0 0 0 0 0 0
18977996742550372 11346286517379940 11368276746128936 17257012120201572 11333130898321920 0 0 0 0 0 0 0 0 0
