31096269302352549366352803568946033127097037858337403699200 21268297571197360233201112967600473181886276897977363595264 16188057550273488748058315170600529226036718277720486707200 0
26437376509407480597799647577311039198007768771016590884864 0 0 0
26388281741094714017075722637805739512068645238261537570816 0 0 0
38915254238047074899701948883372144981141872149460544389120 21268297577375207446265159945417049384577984757900458852352 0 0
38915254239525987843846604585593583825899525377362271141888 0 0 0
38916786733587606277382329271052172254551401163160138285056 0 0 0
26451466835000891106392331467316997461926485028060314730496 21483421706153329124385597330394883649212700085304690737152 0 0
26388335222739708261677081728943713548415034637790614650880 58141565052833865102714495719652235105503572144861535535104 0 0
26451275339727877091965834637933257878203349496380902080512 14497713565892409846340635529016125964917102960934779879424 0 0
26407024557851901844236625066532823941232359337767802503168 20063734019310425610053904596295907040064633784983323934720 0 0
31087074281243214436919680344202950688044033664505146769408 0 0 0
26451466835000974734186825957153778220870007459415962157056 0 0 0
26388443373312712856326846452146601214287224288891419754496 0 0 0
26388442950482076157892992255900886888353274785588200865792 20057301638852753378194045891343246595202057631138985279488 0 0
26388443373860870748493028801621334553358489176798794874880 0 0 0
26388281741096910640477777904185180780318501101869876641792 0 0 0
26388442742482886311540379398402607961122802967049448456192 0 0 0
30654911706287616884619740002810033593676287817496555159552 0 0 0
26388515511113286818071312251837513380643710203616661864448 89084852945795433254307445285183883323131544241634375892992 0 0
26388443373860870748493028801621334553358489176798794874880 0 0 0
26451466835000974734186825957153778220870007459415962157056 21262634607498317267241985608637533770191392764378319159296 0 0
31087265868777449814200664907522991007328089085680730243072 20480582916933502787391256225889347492297770605771606720512 0 0
26388515511113286818071312251837513380643710203616661864448 0 0 0
26388515956245460391490337426740470497224700229733759057920 0 0 0
26388508591909895976400753294262811997264981168499957170176 57997213401169975535842371555926375397215747140585397420032 0 0
26388443373860870748493028801621334553358489176798794874880 0 0 0
26454233674345816991038319806477136260502330478192792436736 83539396923681333446830213144017654217424707028472521818112 0 0
26388443373854409107571754553566074578988989314052437049344 83539396923681333446830213144017654217424707028472521818112 0 0
26451275059682255127281799025932999240132473179960751685632 14991195822806512823981756863738507976609300353615487041536 0 0
26388443373860870748493028801621334553358489176798794874880 0 0 0
26388634517825473290994133729040615544341639155406434467840 0 0 0
26388515511113286818071312251837513380643710203616661864448 0 0 0
26406832688438733690618200158681585888260414773307677605888 21268297558191705013075544367851476883516956519948997361664 0 0
26451275059119562724432474342825769996677009722441853829120 0 0 0
26437376228799166230266287282203551316481428997077542633472 0 0 0
26388443373858746602512868759767103276193019420365350240256 0 0 0
30662764581300437316955563587762827857454302567176500936704 0 0 0
26405139192046340639752625966335482654535648476677495848960 0 0 0
26388443655647010124059383223260602163313888487856951787520 20480582916923578955777910098591364097666442084901445435392 0 0
26388443373860870748493028801621334553358489176798794874880 0 0 0
38915252855487137448417530191124857619151630803070261133312 0 0 0
31096269675398740449830811929205496936481081517442246639616 0 0 0
31087074305631983983575025363136443646490029420380885614592 12554203470773361527671578846415332832204710888928069025792 0 0
