98122524603400773369121996800 15634981888541141702656655360 67110913898098385485673005056 250454608553972521421735198720 51080502931514316626382028800 0 0 0
83421651059519593883375763456 204538400966172391316941438976 0 0 0 0 0 0
83266735286028294318156939264 204207160240918513570705047552 0 0 0 0 0 0
122794890740526526140755476480 175230426727009136297092579328 67110913917592234064932241408 0 0 0 0 0
122794890745193152556199575552 0 0 0 0 0 0 0
122799726443803929126291636224 248206977876718745117274406912 0 0 0 0 0 0
83466112287529500299948457984 174090412325066514448756244480 67789725977443396398096580608 0 0 0 0 0
83266904044343825792520683520 174324941276497471659831197696 183462430554179471605462204416 0 0 0 0 0
83465508034991838779091714048 199374547192110858217845686272 45746717788899317654220701696 12770134460740987289514016768 0 0 0 0
83325877187602161271593500672 174286240923949346803083640832 63309981522347327606363258880 254183015362783904584521744384 0 0 0 0
98093510232697428310734405632 0 0 0 0 0 0 0
83466112287529764182739124224 174286240846401161131949293568 0 0 0 0 0 0
83267245307379508095152553984 0 0 0 0 0 0 0
83267243973161272810739335168 70624331109220151687087390720 63289684508465066554217725952 0 0 0 0 0
83267245309109189419225579520 16151248950051445774074511360 0 0 0 0 0 0
83266735286035225639458439168 0 0 0 0 0 0 0
83267243316831556061016096768 0 0 0 0 0 0 0
96729845592368964107352670208 0 0 0 0 0 0 0
83267472934142153808299425792 204557743484137264673221246976 281102230945203622424994643968 0 0 0 0 0
83267245309109189419225579520 204550248678795256360284979200 0 0 0 0 0 0
83466112287529764182739124224 204940819491824788007555170304 67093044735418942431306973184 0 0 0 0 0
98094114776360172235981324288 16773950571052290212565614592 64625324717224613760150274048 0 0 0 0 0
83267472934142153808299425792 204632706882943840757112373248 0 0 0 0 0 0
83267474338731631360794951680 303588569516665485126709280768 0 0 0 0 0 0
83267451100985952577681096704 174092810149045958012481568768 183006937055772575210697392128 103416639837733694282542350336 0 0 0 0
83267245309109189419225579520 0 0 0 0 0 0 0
83474842893090457678663122944 174287086845709924672777224192 263603857115330662286332264448 0 0 0 0 0
83267245309088800075600101376 303588572793002020338283839488 263603857115330662286332264448 0 0 0 0 0
83465507151323667394124054528 175234036110380752230972129280 47303873228498386401198342144 0 0 0 0 0
83267245309109189419225579520 75572370835749698969232474112 0 0 0 0 0 0
83267848453112964998087311360 174259403342531107758847033344 0 0 0 0 0 0
83267472934142153808299425792 204632706882823439835824390144 0 0 0 0 0 0
83325271754486337055649431552 175229589706883332349710303232 67110913857059773685910470656 0 0 0 0 0
83465507149548123241033236480 0 0 0 0 0 0 0
83421650174075878345317285888 254462216075224627078966018048 0 0 0 0 0 0
83267245309102486796342657024 0 0 0 0 0 0 0
96754624896733768071109410816 249510455918083070794997432320 0 0 0 0 0 0
83319928022097970255982755840 16156334757967244763924004864 0 0 0 0 0 0
83267246198269465365399470080 16154371397288528216800100352 64625324717193299668991213568 0 0 0 0 0
83267245309109189419225579520 0 0 0 0 0 0 0
122794886377936591020252725248 174286255718383264637382557696 0 0 0 0 0 0
98122525780526997318574014464 0 0 0 0 0 0 0
98093510309654815597939130368 199371456972746007314562023424 39614081257132168796771975168 0 0 0 0 0
83266735286034961756667772928 204323211851771151658715709440 0 0 0 0 0 0
83266735286048560516480106496 0 0 0 0 0 0 0
83267245309109066273923268608 0 0 0 0 0 0 0
83266734854236725621314027520 199355657763288688722802900992 0 0 0 0 0 0
122794890740581695236190765056 174091223753261868853833498624 263616248604981712235373002752 0 0 0 0 0
83325271754486337055649431552 15654249143764789008294477824 67110914128845590049813692416 250454561000997204806930006016 0 0 0 0
122799722081139878125983760384 15655845371604889673628909568 0 0 0 0 0 0
83267245309109189419225579520 0 0 0 0 0 0 0
83267243973161272810739335168 199256299148133679787059183616 262695731003177206557370744832 0 0 0 0 0
122794890740526526140755476480 175230426729314979306306273280 67096047661694383098756595712 0 0 0 0 0
83267243316831749575062585344 204790695159488548629796356096 42816281653564069382562250752 0 0 0 0 0
83466112287529764182739124224 218677997352118818816336592896 240886746871749718092455870464 0 0 0 0 0
83421650174075878345317285888 0 0 0 0 0 0 0
