1607639443102118270879694795571200 1607631106142084997335452437446656 997107209468535671889640806154240 1362115069144109171091170660450304 0 0 0
1366780330959169026185228508463104 2011950718056204759087343038627840 0 0 0 0 0
1364242190926287574108683292901376 1364242183851808747972085992652800 0 0 0 0 0
2011871489892786604290137726648320 1042262072278638826607077295652864 1082842056028582997958037956722688 0 0 0 0
2011871489969244611480773845843968 0 0 0 0 0 0
2011950718055283574805162167894016 0 0 0 0 0 0
1367508783718883332914355535609856 1367490893797420763787713094615040 2015832838631081637998028077924352 0 0 0 0
1364244955862529241784658878791680 2015814613951410603971349013594112 1364244990603738624487305596895232 0 0 0 0
1367498883645306286556638642962432 2193769389325647418821603487645696 1017389632313903856852250979729408 2193769457917111792127193869451264 0 0 0
1365211171841673810273787915010048 2011861547408761426668633452445696 1243498780787482033143183845621760 816617433981389049379479804182528 0 0 0
1607164071652514665443072501874688 0 0 0 0 0 0
1367508783718887656369997811286016 2011840730724714324512861530882048 0 0 0 0 0
1364250547116105860630979444473856 0 0 0 0 0 0
1364250525256274293731153267392512 998695487842480290594031061172224 0 0 0 0 0
1364250547144444959444591894855680 0 0 0 0 0 0
1364242190926401136876887067328512 0 0 0 0 0 0
1364250514502968214503687729446912 0 0 0 0 0 0
1584821790185373107934866148687872 0 0 0 0 0 0
1364254276552985047995177792176128 2011871489614476252994439445741568 816617440917955116904629917450240 0 0 0 0
1364250547144444959444591894855680 0 0 0 0 0 0
1367508783718887656369997811286016 997117125172537033991450940932096 2193779291638121646076137004072960 0 0 0 0
1607173976495885061914318017134592 1001694112186543065479373047988224 1362962079732889399621736577630208 0 0 0 0
1364254276552985047995177792176128 1365518197427033802724489249685504 0 0 0 0 0
1364254299565779048215264488325120 836899889675651187260417403518976 0 0 0 0 0
1364253918838553847032727088398336 2011151867127234551460906009624576 1362112283652067403966521486082048 1243486010661378778530672300523520 0 0 0
1364250547144444959444591894855680 0 0 0 0 0 0
1367651825960394058607216606314496 2238936940950062955791294901780480 0 0 0 0 0
1364250547144110900438632060944384 837779374568046595074726285017088 0 0 0 0 0
1367498869167286966585328509386752 2011148543517182953194431556091904 816638145450885949390969953583104 0 0 0 0
1364250547144444959444591894855680 0 0 0 0 0 0
1364260429055802818528662509322240 0 0 0 0 0 0
1364254276552985047995177792176128 1365518165103194426292551370670080 0 0 0 0 0
1365201252425504146319760286547968 817576193126909188988372577681408 816617479840463190982671653142528 0 0 0 0
1367498869138196451181088546488320 0 0 0 0 0 0
1366780316452059190809678411988992 2015832897791819024232668161114112 0 0 0 0 0
1364250547144335143671278092681216 0 0 0 0 0 0
1585227774308086056077056586809344 2015832897786174320546113038319616 0 0 0 0 0
1365113700714053144674021471682560 1365211167005973990579785036726272 0 0 0 0 0
1364250561712446920546704917790720 838175547922116047012665841680384 1362824358903518901066154050060288 0 0 0 0
1364250547144444959444591894855680 0 0 0 0 0 0
2011871418416113107275820650463232 2015832898018492615410411131371520 0 0 0 0 0
1607639462388154324067516652978176 0 0 0 0 0 0
1607164072913384498756634711949312 1364244944981698226702253845118976 0 0 0 0 0
1364242190926396813421244791652352 1362828111409262984875112338030592 0 0 0 0 0
1364242190926619615502010064830464 0 0 0 0 0 0
1364250547144442941831958832873472 0 0 0 0 0 0
1364242183851814512579609026887680 2315473808410399678842026613276672 0 0 0 0 0
2011871489893690494749749494677504 1585306991434702227653752633950208 0 0 0 0 0
1365201252425504146319760286547968 1587348689435295178013390883782656 2011944147364551968891615525732352 837858603966950854533752933056512 0 0 0
2011950646577395763216117930131456 2015832837572203940521961609756672 0 0 0 0 0
1364250547144444959444591894855680 0 0 0 0 0 0
1364250525256274293731153267392512 1605582934412889754085315324149760 1364245243269234923944803110486016 0 0 0 0
2011871489892786604290137726648320 1042262691248661928061728565755904 0 0 0 0 0
1364250514502971385037825398276096 2236798386082413779352098372059136 1243495914181693061572871493517312 0 0 0 0
1367508783718887656369997811286016 2011950646578627371613414194413568 816638145449983355968050868256768 0 0 0 0
1366780316452059190809678411988992 0 0 0 0 0 0
1364242190926398254573125550211072 1358921443444661918404465836163072 0 0 0 0 0
1366780316452054867354036136312832 2015817364062199768032364977979392 0 0 0 0 0
1366780316451155300350066643959808 2015832838781171553541132782665728 0 0 0 0 0
1364250547016831248633797671911424 0 0 0 0 0 0
1367508783718883332914355535609856 839434881155319324188342692610048 839434842747832527202849417854976 1367487988516516749906767775793152 0 0 0
1364250561651056156269399530012672 0 0 0 0 0 0
1364245577250398506091421615783936 1362111386756245651219560842395648 1242556067681588080131354287669248 1363053782995792107272139425447936 0 0 0
1589886822092223242017455900459008 0 0 0 0 0 0
1607164060772974057754698681679872 1243498773665085339316928695500800 2011919958887228588850455074832384 0 0 0 0
1607634812859064704578162832441344 997117125173627697734809018171392 836899534156872522708861252009984 1363060281986142515564227135012864 0 0 0
1364253990080972141055006568611840 2234960019736634795349293565739008 0 0 0 0 0
1587348689491984328394909549592576 0 0 0 0 0 0
1364250514499590442725565819518976 1605582934370699168084980062486528 0 0 0 0 0
1367508783718887656369997811286016 2015832838631083943841037291618304 0 0 0 0 0
1607164072861641381629879419666432 2011162089530600030033143962533888 816153801310440660721848671010816 0 0 0 0
1367508784927813475984626985992192 819170670683375214797450532356096 816638145449978456051656289157120 0 0 0 0
1364244943772791430292450683387904 836899534156870216865852038316032 0 0 0 0 0
1607164071704458679142005537243136 1605579508274725483653721202098176 2015832837103765015671172042326016 0 0 0 0
1364250547143946320893849433538560 0 0 0 0 0 0
1364242190926398254573125550211072 0 0 0 0 0 0
1607164071703962634664648441331712 1364250547021661413277348057317376 834778620181900070005637463932928 2015832897790896687028982683533312 0 0 0
1367508783718887656369997811286016 2015814599759629411791789992443904 0 0 0 0 0
1364250546156229532755502926135296 0 0 0 0 0 0
1364250547059443227444066736144384 2016689172644889531420422797524992 1367490894033721249528923237122048 0 0 0 0
1365205275730705610781948546908160 816153801310258787354496940900352 0 0 0 0 0
1366780329750446120755410138824704 1014120480182583521197362564300800 0 0 0 0 0
1587348689510872353174507371888640 0 0 0 0 0 0
1366780316452054867354036136312832 0 0 0 0 0 0
1364260429055802818528662509322240 0 0 0 0 0 0
1367498869167286966585328509386752 2193761052766664808183880491204608 0 0 0 0 0
1364242190926396236960492488228864 816615597501527060935793086300160 1021994827440468257976309482782720 2015814614073101757012977863622656 0 0 0
1364250560315015264394718593679360 0 0 0 0 0 0
1364242190926396813421244791652352 1362822597498599722551446503161856 0 0 0 0 0
1364253931078600052693162986045440 2011864951743535978919181894549504 2011935781308355705117093629263872 0 0 0 0
1607167465079175468126199483465728 2011148543517182953194431556091904 0 0 0 0 0
1364250547016939046794478412103680 836899534156870937441792417595392 998695476493704089295184342286336 0 0 0 0
2011871489892786604290137726648320 2015832841199890189741855481004032 0 0 0 0 0
1364250561651056732730151833436160 0 0 0 0 0 0
1366780316450968527066320334749696 2011950657140566063129088388759552 0 0 0 0 0
1364250514475111613339753244524544 2011152176613164404166650998292480 1605589472287903876297101169131520 0 0 0 0
2011853191289861647737713672060928 1361718618997642890818834407620608 2011148543516253410231342285717504 0 0 0 0
1367508783718887656369997811286016 997117125173627697734809018171392 2193779291319728537520900929486848 0 0 0 0
1362828153954892603705933286080512 0 0 0 0 0 0
1364242190926987109231603497304064 0 0 0 0 0 0
